player,ipo_price,final_payout,roi,name,position,fantasy_points_scored,sector_code,date,num_pos,num_neg,num_neutral,sum_sent_score,total_tweets,avg_sent_score,pos_perc,neg_perc,neutral_perc,lag_sum_sent_score,lag_avg_sent_score,lag_total_tweets,lag_pos_perc
James Harden,13,25,0.9230769230769231,NBA Daily Main Market 10/20,SG,59,NBA,2022-10-20,969,2240,79,-212.013195384758,3288,-0.0644808988396466,0.2947080291970803,0.681265206812652,0.02402676399026764,-41.7244518845954,-0.03146640413619563,1326,0.34992458521870284
Kawhi Leonard,7.19,7,-0.026425591098748313,NBA Daily Main Market 10/20,SF,25.75,NBA,2022-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Giannis Antetokounmpo,18.88,20,0.05932203389830514,NBA Daily Main Market 10/20,PF,56.75,NBA,2022-10-20,188,108,115,18.4404262388574,411,0.04486721712617372,0.45742092457420924,0.26277372262773724,0.2798053527980535,12.2299660794064,0.08208030925776108,149,0.6510067114093959
Anthony Davis,12,12,0,NBA Daily Main Market 10/20,PF,37,NBA,2022-10-20,479,803,662,-106.076068148668,1944,-0.054565878677298355,0.2463991769547325,0.4130658436213992,0.3405349794238683,-38.6290327375121,-0.022511091338876514,1716,0.3356643356643357
Jrue Holiday,9.62,5,-0.4802494802494802,NBA Daily Main Market 10/20,PG,20,NBA,2022-10-20,233,66,1,56.5446658799123,300,0.18848221959970768,0.7766666666666666,0.22,0.0033333333333333335,8.93727317046351,0.22916085052470536,39,0.8461538461538461
LeBron James,15.49,14,-0.09619109102646871,NBA Daily Main Market 10/20,SF,45.5,NBA,2022-10-20,786,500,802,45.9711762681814,2088,0.02201684687173439,0.3764367816091954,0.23946360153256704,0.38409961685823757,34.8583360424807,0.012606993143754323,2765,0.3895117540687161
Paul George,11.66,10,-0.1423670668953688,NBA Daily Main Market 10/20,SF,33.5,NBA,2022-10-20,467,363,385,12.8190391298313,1215,0.010550649489573086,0.38436213991769547,0.29876543209876544,0.3168724279835391,26.4514402930953,0.05237908968929762,505,0.48514851485148514
RJ Barrett,4.26,1,-0.7652582159624413,NBA Daily Main Market 10/19,SG,18.5,NBA,2022-10-19,467,636,366,-56.6617765462017,1469,-0.038571665450103265,0.31790333560245065,0.4329475833900613,0.2491490810074881,9.94472368530929,0.06499819402162935,153,0.5490196078431373
Cade Cunningham,7.33,3.4,-0.5361527967257844,NBA Daily Main Market 10/19,PG,32.25,NBA,2022-10-19,190,89,159,17.0144449186047,438,0.03884576465434863,0.4337899543378995,0.20319634703196346,0.363013698630137,10.6818882014842,0.07217492028029865,148,0.4864864864864865
Jimmy Butler,7.08,7.25,0.02401129943502824,NBA Daily Main Market 10/19,SF,41.5,NBA,2022-10-19,539,146,4,82.2340022603527,689,0.11935268833142626,0.7822931785195936,0.21190130624092887,0.005805515239477504,62.4781944862112,0.10060900883447858,621,0.7342995169082126
Kevin Durant,10.3,11,0.06796116504854362,NBA Daily Main Market 10/19,SF,47.25,NBA,2022-10-19,442,325,345,19.6221757211396,1112,0.017645841475844967,0.39748201438848924,0.2922661870503597,0.3102517985611511,14.972251011404,0.0239556016182464,625,0.4528
De'Aaron Fox,6.06,18,1.9702970297029707,NBA Daily Main Market 10/19,PG,54.75,NBA,2022-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dejounte Murray,8.22,15,0.8248175182481751,NBA Daily Main Market 10/19,PG,52.75,NBA,2022-10-19,269,122,96,28.0091448122623,487,0.05751364437836201,0.5523613963039015,0.25051334702258726,0.1971252566735113,7.16620404677297,0.08531195293777345,84,0.5952380952380952
Bradley Beal,5.85,5.34,-0.08717948717948715,NBA Daily Main Market 10/19,SG,38.75,NBA,2022-10-19,142,73,137,7.15940132062371,352,0.02033920829722645,0.4034090909090909,0.20738636363636365,0.38920454545454547,6.72011134313387,0.05052715295589376,133,0.5413533834586466
Luka Doncic,14.25,16,0.12280701754385964,NBA Daily Main Market 10/19,PG,54.25,NBA,2022-10-19,368,161,291,37.8855858209847,820,0.046201933928030126,0.44878048780487806,0.19634146341463415,0.3548780487804878,29.2918620701947,0.05929526734857227,494,0.5323886639676113
Bam Adebayo,7,1,-0.8571428571428571,NBA Daily Main Market 10/19,C,22.25,NBA,2022-10-19,110,131,70,-9.14964350082285,311,-0.02942007556534678,0.3536977491961415,0.4212218649517685,0.22508038585209003,17.8111365488471,0.07240299410100447,246,0.6056910569105691
Devin Booker,6.8,9.5,0.3970588235294118,NBA Daily Main Market 10/19,SG,46,NBA,2022-10-19,252,175,218,7.35880560681119,645,0.011409000940792542,0.39069767441860465,0.2713178294573643,0.33798449612403103,6.41582106030731,0.0261870247359482,245,0.40408163265306124
Kyrie Irving,7.33,1,-0.8635743519781719,NBA Daily Main Market 10/19,PG,23,NBA,2022-10-19,304,198,219,19.6525605027155,721,0.02725736546839875,0.42163661581137307,0.27461858529819694,0.30374479889042993,3.85970439723942,0.010662166843202817,362,0.3784530386740331
Tyrese Haliburton,6.71,6.67,-0.005961251862891212,NBA Daily Main Market 10/19,PG,40.5,NBA,2022-10-19,138,59,80,15.9293613949994,277,0.05750671983754296,0.4981949458483754,0.21299638989169675,0.2888086642599278,11.345086998933,0.08103633570666428,140,0.5571428571428572
Deandre Ayton,4.76,4.25,-0.10714285714285711,NBA Daily Main Market 10/19,C,35,NBA,2022-10-19,60,59,51,-1.93387448440881,170,-0.011375732261228294,0.35294117647058826,0.34705882352941175,0.3,3.41389964099867,0.07263616257443979,47,0.6170212765957447
Chris Paul,4.69,1,-0.7867803837953092,NBA Daily Main Market 10/19,PG,23.25,NBA,2022-10-19,388,327,317,-0.188691754723268,1032,-1.8284084760006588e-4,0.375968992248062,0.3168604651162791,0.3071705426356589,24.3367488804648,0.034667733447955554,702,0.43304843304843305
Damian Lillard,7.35,4.5,-0.3877551020408163,NBA Daily Main Market 10/19,PG,36,NBA,2022-10-19,117,60,105,11.7398601836379,282,0.04163070987105638,0.4148936170212766,0.2127659574468085,0.3723404255319149,9.90210844376847,0.05295245157095438,187,0.47058823529411764
Jarrett Allen,4.08,2.22,-0.4558823529411764,NBA Daily Main Market 10/19,C,29,NBA,2022-10-19,151,111,98,11.5577989702195,360,0.03210499713949861,0.41944444444444445,0.30833333333333335,0.2722222222222222,7.18407706042868,0.10564819206512766,68,0.5882352941176471
Donovan Mitchell,5.59,13,1.3255813953488373,NBA Daily Main Market 10/19,SG,50.5,NBA,2022-10-19,368,184,248,54.4584512886973,800,0.06807306411087162,0.46,0.23,0.31,13.9136489282075,0.0647146461777093,215,0.5534883720930233
DeMar DeRozan,7,25,2.5714285714285716,NBA Daily Main Market 10/19,SG,65,NBA,2022-10-19,570,312,481,56.7021401398843,1363,0.04160098322808826,0.4181951577402788,0.2289068231841526,0.3528980190755686,4.11019237269453,0.0411019237269453,100,0.43
Ja Morant,12.05,14,0.16182572614107876,NBA Daily Main Market 10/19,PG,51,NBA,2022-10-19,1539,1116,1216,97.5031700224349,3871,0.025188109021553835,0.39757168690260913,0.28829759752002065,0.3141307155773702,19.4361218796665,0.035662608953516514,545,0.45688073394495415
Rudy Gobert,6,12,1,NBA Daily Main Market 10/19,C,50.5,NBA,2022-10-19,388,182,188,40.0605610030269,758,0.05285034433117005,0.5118733509234829,0.24010554089709762,0.24802110817941952,18.4467238717808,0.049191263658082136,375,0.5306666666666666
Fred VanVleet,4.86,3.8,-0.21810699588477375,NBA Daily Main Market 10/19,PG,33,NBA,2022-10-19,70,31,39,8.40507666620463,140,0.06003626190146164,0.5,0.22142857142857142,0.2785714285714286,1.43340796333002,0.03412876103166714,42,0.5
CJ McCollum,4.91,6.5,0.32382892057026474,NBA Daily Main Market 10/19,SG,40.5,NBA,2022-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trae Young,9.1,8.75,-0.03846153846153842,NBA Daily Main Market 10/19,PG,44.75,NBA,2022-10-19,803,228,18,113.4938315689,1049,0.10819240378350811,0.765490943755958,0.21734985700667303,0.017159199237368923,49.0070492433191,0.10630596365145141,461,0.7678958785249458
Anthony Edwards,6,1.26,-0.79,NBA Daily Main Market 10/19,SG,26,NBA,2022-10-19,176,118,176,9.13283594770889,470,0.019431565846189127,0.37446808510638296,0.251063829787234,0.37446808510638296,31.1088211354663,0.07406862175111024,420,0.45476190476190476
Domantas Sabonis,8.79,1.58,-0.820250284414107,NBA Daily Main Market 10/19,PF,27,NBA,2022-10-19,32,11,29,3.06103689870412,72,0.042514401370890555,0.4444444444444444,0.1527777777777778,0.4027777777777778,1.49893559766157,0.07494677988307849,20,0.7
Karl-Anthony Towns,8.55,1.65,-0.8070175438596491,NBA Daily Main Market 10/19,C,27,NBA,2022-10-19,83,48,44,3.51857367748012,175,0.0201061352998864,0.4742857142857143,0.2742857142857143,0.25142857142857145,4.55427807486406,0.041402527953309634,110,0.5272727272727272
Pascal Siakam,7.25,6.17,-0.14896551724137932,NBA Daily Main Market 10/19,PF,40.25,NBA,2022-10-19,122,48,73,14.0162970566392,243,0.05768023480098436,0.5020576131687243,0.19753086419753085,0.3004115226337449,4.13956179487644,0.061784504401140895,67,0.5223880597014925
Darius Garland,5.23,1,-0.8087954110898662,NBA Daily Main Market 10/19,PG,10.25,NBA,2022-10-19,170,233,161,-17.8195276808506,564,-0.03159490723555071,0.30141843971631205,0.41312056737588654,0.2854609929078014,11.8959168401758,0.0951673347214064,125,0.592
Nikola Jokic,15.55,10,-0.3569131832797428,NBA Daily Main Market 10/19,C,46.5,NBA,2022-10-19,117,63,58,11.3681193572863,238,0.047765207383555885,0.49159663865546216,0.2647058823529412,0.24369747899159663,16.8666070646956,0.07736975717750275,218,0.6146788990825688
Shai Gilgeous-Alexander,5.89,20,2.395585738539898,NBA Daily Main Market 10/19,SG,56,NBA,2022-10-19,50,45,55,0.754122437401772,150,0.005027482916011813,0.3333333333333333,0.3,0.36666666666666664,2.47940539661751,0.0349212027692607,71,0.4225352112676056
Jamal Murray,2.4,1,-0.5833333333333334,NBA Daily Main Market 10/19,PG,16.5,NBA,2022-10-19,238,161,216,14.3523089636686,615,0.023337087745802603,0.38699186991869916,0.26178861788617885,0.35121951219512193,14.9439658246178,0.05837486650241328,256,0.50390625
Brandon Ingram,5.37,8.5,0.5828677839851024,NBA Daily Main Market 10/19,SF,44.75,NBA,2022-10-19,459,310,480,30.9126695044377,1249,0.024749935551991755,0.36749399519615694,0.24819855884707767,0.3843074459567654,10.1013605998303,0.0660219647047732,153,0.5228758169934641
Jaylen Brown,10.65,11,0.032863849765258184,NBA Daily Main Market 10/18,SF,47.25,NBA,2022-10-18,1185,746,1239,77.2015514257615,3170,0.024353801711596686,0.37381703470031546,0.23533123028391167,0.39085173501577286,11.0160789718912,0.046092380635528035,239,0.39330543933054396
James Harden,11.55,16,0.38528138528138517,NBA Daily Main Market 10/18,SG,58.5,NBA,2022-10-18,1328,3534,138,-397.757921742986,5000,-0.0795515843485972,0.2656,0.7068,0.0276,-5.30729774548029,-0.013268244363700726,400,0.405
Joel Embiid,16.55,12,-0.2749244712990937,NBA Daily Main Market 10/18,C,50.25,NBA,2022-10-18,891,765,360,-3.49857394332462,2016,-0.0017354037417284822,0.4419642857142857,0.3794642857142857,0.17857142857142858,11.3498607041463,0.04399170815560582,258,0.5813953488372093
Andrew Wiggins,5.85,9,0.5384615384615385,NBA Daily Main Market 10/18,SF,39,NBA,2022-10-18,239,90,191,35.849648673379,520,0.06894163206419039,0.4596153846153846,0.17307692307692307,0.36730769230769234,19.4191439767191,0.1011413748787453,192,0.578125
Klay Thompson,5.5,5.5,0,NBA Daily Main Market 10/18,SG,25,NBA,2022-10-18,117,87,96,5.57340583703121,300,0.0185780194567707,0.39,0.29,0.32,0.433081991078759,0.0021439702528651436,202,0.3564356435643564
Marcus Smart,5.8,7.5,0.2931034482758621,NBA Daily Main Market 10/18,PG,29.25,NBA,2022-10-18,1830,855,168,250.086773189646,2853,0.08765747395360883,0.6414300736067298,0.2996845425867508,0.058885383806519455,41.4883033646383,0.12384568168548746,335,0.7164179104477612
Stephen Curry,12.5,20,0.6,NBA Daily Main Market 10/18,PG,59.5,NBA,2022-10-18,920,483,858,82.6362266124203,2261,0.03654853012490947,0.4068996019460416,0.21362229102167182,0.37947810703228657,26.7717003140068,0.045452801891352805,589,0.47538200339558573
Jayson Tatum,13.65,25,0.8315018315018314,NBA Daily Main Market 10/18,SF,60.5,NBA,2022-10-18,1143,608,1366,129.535155783513,3117,0.0415576374024745,0.3666987487969201,0.19505935194096888,0.438241899262111,19.3823119124045,0.07454735350924807,260,0.49230769230769234
Anthony Davis,13.33,10,-0.24981245311327832,NBA Daily Main Market 10/18,PF,40,NBA,2022-10-18,871,665,946,56.1129234835239,2482,0.02260794660899432,0.3509266720386785,0.2679290894439968,0.38114423851732476,8.90390767039574,0.022714050179580968,392,0.413265306122449
Jordan Poole,6.85,5,-0.2700729927007299,NBA Daily Main Market 10/18,SG,24,NBA,2022-10-18,1553,1036,1252,116.797927435768,3841,0.030408208132196825,0.4043217912002083,0.2697214267117938,0.32595678208799794,55.2710978955075,0.06969873631211539,793,0.5662042875157629
LeBron James,15.56,14,-0.10025706940874039,NBA Daily Main Market 10/18,SF,57.5,NBA,2022-10-18,1037,473,998,108.87097368188,2508,0.04340947913950558,0.4134768740031898,0.18859649122807018,0.39792663476874,64.9927856542453,0.05271109947627356,1233,0.44606650446066504
James Harden,11.75,16,0.3617021276595745,NBA Daily Main Market 10/31,SG,58.75,NBA,2022-10-31,279,443,32,-21.57886337814,754,-0.028619182199124668,0.37002652519893897,0.5875331564986738,0.042440318302387266,-9.94521982908324,-0.02959886853893821,336,0.3630952380952381
Kevin Durant,13.5,20,0.48148148148148145,NBA Daily Main Market 10/31,SF,61.25,NBA,2022-10-31,276,127,174,27.4005278798504,577,0.047487916602860315,0.4783362218370884,0.22010398613518198,0.30155979202772965,3.94407481075348,0.010489560666897553,376,0.44148936170212766
Giannis Antetokounmpo,18.75,9.5,-0.49333333333333335,NBA Daily Main Market 10/31,PF,43.75,NBA,2022-10-31,120,64,82,6.45207415562922,266,0.02425591787830534,0.45112781954887216,0.24060150375939848,0.3082706766917293,13.0815074542913,0.09212329193162887,142,0.5915492957746479
Jrue Holiday,8.35,12,0.43712574850299407,NBA Daily Main Market 10/31,PG,50.25,NBA,2022-10-31,461,37,5,134.462813637398,503,0.26732169709224257,0.9165009940357853,0.073558648111332,0.009940357852882704,25.6724078858306,0.22519656040202282,114,0.9298245614035088
Tyrese Haliburton,10.05,4.13,-0.5890547263681593,NBA Daily Main Market 10/31,PG,27.5,NBA,2022-10-31,89,51,38,8.32693298551977,178,0.046780522390560506,0.5,0.28651685393258425,0.21348314606741572,3.04226957154712,0.048289993199160636,63,0.47619047619047616
Dejounte Murray,8.6,6.67,-0.22441860465116276,NBA Daily Main Market 10/31,PG,36.5,NBA,2022-10-31,62,32,27,5.8692962316557,121,0.048506580426906615,0.512396694214876,0.2644628099173554,0.2231404958677686,2.22022297233419,0.06530067565688795,34,0.5588235294117647
Bradley Beal,7.44,6,-0.19354838709677424,NBA Daily Main Market 10/31,SG,33.75,NBA,2022-10-31,31,46,23,-5.9077946608913,100,-0.059077946608912996,0.31,0.46,0.23,-47.4556010675763,-0.07190242585996409,660,0.19090909090909092
De'Aaron Fox,9.5,1,-0.8947368421052632,NBA Daily Main Market 10/31,PG,7.5,NBA,2022-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyrie Irving,12.31,13,0.05605199025182774,NBA Daily Main Market 10/31,PG,53,NBA,2022-10-31,890,1049,431,-59.8876691516145,2370,-0.025269058713761394,0.3755274261603376,0.44261603375527425,0.18185654008438817,-88.8416063364632,-0.046758740177085895,1900,0.30473684210526314
Cade Cunningham,7.79,10.5,0.34788189987163026,NBA Daily Main Market 10/31,PG,45,NBA,2022-10-31,236,81,114,35.3394065475523,431,0.08199398270893805,0.5475638051044084,0.18793503480278423,0.26450116009280744,18.069965623957,0.05090131161678028,355,0.4535211267605634
Domantas Sabonis,9,6.84,-0.24000000000000002,NBA Daily Main Market 10/31,PF,37,NBA,2022-10-31,32,19,28,2.14917476037391,79,0.027204743802201392,0.4050632911392405,0.24050632911392406,0.35443037974683544,0.998027047724538,0.05544594709580766,18,0.6111111111111112
Pascal Siakam,13.75,15,0.09090909090909091,NBA Daily Main Market 10/31,PF,58,NBA,2022-10-31,149,58,68,19.2843087477104,275,0.07012475908258328,0.5418181818181819,0.2109090909090909,0.24727272727272728,3.08829876192332,0.06862886137607378,45,0.5333333333333333
Trae Young,11.2,2.92,-0.7392857142857143,NBA Daily Main Market 10/31,PG,23,NBA,2022-10-31,682,237,10,73.8659496595782,929,0.0795112482880282,0.7341227125941873,0.25511302475780406,0.010764262648008612,37.2409841875316,0.12052098442566861,309,0.7734627831715211
Paul George,10.05,25,1.4875621890547261,NBA Daily Main Market 10/31,SF,74.25,NBA,2022-10-31,284,240,210,5.09115158276956,734,0.006936173818487139,0.3869209809264305,0.32697547683923706,0.28610354223433243,-28.8301409530353,-0.029091968671074976,991,0.3350151362260343
Ja Morant,5.55,11.5,1.0720720720720722,NBA Daily Main Market 10/31,PG,49.75,NBA,2022-10-31,206,150,130,0.100451098136038,486,2.0668950233752675e-4,0.42386831275720166,0.30864197530864196,0.2674897119341564,-1.37390427557446,-0.006768001357509655,203,0.4433497536945813
Joel Embiid,1,1,0,NBA Daily Main Market 10/31,C,0,NBA,2022-10-31,110,104,48,-1.05441575309384,262,-0.004024487607228397,0.4198473282442748,0.3969465648854962,0.183206106870229,3.42752403186963,0.016638466174124417,206,0.5388349514563107
Fred VanVleet,1,1,0,NBA Daily Main Market 10/31,PG,0,NBA,2022-10-31,41,61,40,-6.77578509452632,142,-0.0477167964403262,0.2887323943661972,0.4295774647887324,0.28169014084507044,1.11688677648489,0.03490271176515281,32,0.625
RJ Barrett,4.17,3.1,-0.25659472422062346,NBA Daily Main Market 10/30,SG,24.75,NBA,2022-10-30,95,98,58,-1.29849416556919,251,-0.0051732835281641035,0.3784860557768924,0.3904382470119522,0.23107569721115537,-0.412155922204853,-0.0038162585389338237,108,0.4166666666666667
Luka Doncic,16.66,20,0.2004801920768307,NBA Daily Main Market 10/30,PG,59.75,NBA,2022-10-30,251,157,134,12.3955330921283,542,0.02286998725484926,0.46309963099630996,0.2896678966789668,0.24723247232472326,10.1636518331106,0.026606418411284295,382,0.46596858638743455
Jaylen Brown,8.7,8.5,-0.022988505747126357,NBA Daily Main Market 10/30,SF,38,NBA,2022-10-30,217,95,154,20.8769101801903,466,0.04480023643817661,0.4656652360515021,0.20386266094420602,0.33047210300429186,18.3944607691686,0.054745418955858924,336,0.5178571428571429
Jayson Tatum,11.5,6.84,-0.40521739130434786,NBA Daily Main Market 10/30,SF,34.5,NBA,2022-10-30,181,78,167,15.967705489969,426,0.03748287673701643,0.42488262910798125,0.18309859154929578,0.392018779342723,10.8073270171939,0.05350161889699951,202,0.5198019801980198
Devin Booker,10.51,10.5,-9.514747859181529e-4,NBA Daily Main Market 10/30,SG,44.25,NBA,2022-10-30,201,109,125,34.1198299927203,435,0.07843639078786276,0.46206896551724136,0.25057471264367814,0.28735632183908044,4.10599211882184,0.01993200057680505,206,0.42718446601941745
Jamal Murray,3.84,5.5,0.43229166666666674,NBA Daily Main Market 10/30,PG,31.5,NBA,2022-10-30,140,116,130,5.35674086059085,386,0.013877566996349353,0.3626943005181347,0.3005181347150259,0.33678756476683935,0.673172276953816,0.01432281440327268,47,0.3617021276595745
Marcus Smart,4.15,2.75,-0.3373493975903615,NBA Daily Main Market 10/30,PG,22.25,NBA,2022-10-30,112,34,9,18.4839463333047,155,0.11925126666648193,0.7225806451612903,0.21935483870967742,0.05806451612903226,17.5784443067599,0.11489179285463987,153,0.7189542483660131
Bradley Beal,6.94,3.3,-0.5244956772334295,NBA Daily Main Market 10/30,SG,25.25,NBA,2022-10-30,126,270,264,-47.4556010675763,660,-0.07190242585996409,0.19090909090909092,0.4090909090909091,0.4,2.97432664036282,0.043740097652394415,68,0.4117647058823529
Andrew Wiggins,6.24,1.26,-0.7980769230769231,NBA Daily Main Market 10/30,SF,15.25,NBA,2022-10-30,41,34,29,0.890712164960598,104,0.008564540047698058,0.3942307692307692,0.3269230769230769,0.27884615384615385,2.48373104745003,0.017368748583566643,143,0.4405594405594406
Rudy Gobert,8.66,3.6,-0.584295612009238,NBA Daily Main Market 10/30,C,26,NBA,2022-10-30,69,86,45,-5.09507897379938,200,-0.0254753948689969,0.345,0.43,0.225,1.12434842521635,0.007116129273521203,158,0.379746835443038
Donovan Mitchell,11.01,25,1.270663033605813,NBA Daily Main Market 10/30,SG,68.25,NBA,2022-10-30,1103,698,913,88.332195767642,2714,0.0325468665319241,0.4064112011790715,0.2571849668386146,0.33640383198231394,11.6759734628852,0.018387359784071182,635,0.4267716535433071
Anthony Edwards,8.99,5.67,-0.36929922135706345,NBA Daily Main Market 10/30,SG,31.5,NBA,2022-10-30,121,123,118,-6.65098479207561,362,-0.018372886165954724,0.3342541436464088,0.3397790055248619,0.3259668508287293,7.84875819307594,0.04242571996257265,185,0.42702702702702705
Nikola Jokic,15.75,18,0.14285714285714285,NBA Daily Main Market 10/30,C,52,NBA,2022-10-30,49,30,24,4.08438990591353,103,0.03965427093119932,0.47572815533980584,0.2912621359223301,0.23300970873786409,2.45412680774196,0.04231253116796483,58,0.6379310344827587
Cade Cunningham,8.3,13,0.5662650602409637,NBA Daily Main Market 10/30,PG,47,NBA,2022-10-30,161,68,126,18.069965623957,355,0.05090131161678028,0.4535211267605634,0.19154929577464788,0.35492957746478876,7.21616291468334,0.06220830098864948,116,0.5172413793103449
Jarrett Allen,6.02,2.29,-0.6196013289036545,NBA Daily Main Market 10/30,C,20.25,NBA,2022-10-30,48,48,31,0.0821449283902758,127,6.468104597659512e-4,0.3779527559055118,0.3779527559055118,0.2440944881889764,1.36808750039099,0.015200972226566556,90,0.5
Chris Paul,7.38,6.67,-0.09620596205962059,NBA Daily Main Market 10/30,PG,33.25,NBA,2022-10-30,274,235,130,-0.24874710915439,639,-3.89275601180579e-4,0.4287949921752739,0.3677621283255086,0.20344287949921752,43.0868176224053,0.03469147956715402,1242,0.6827697262479872
Karl-Anthony Towns,10,16,0.6,NBA Daily Main Market 10/30,C,49.25,NBA,2022-10-30,36,17,28,1.97436040861964,81,0.02437481985950173,0.4444444444444444,0.20987654320987653,0.345679012345679,2.31455471229074,0.051434549162016445,45,0.5333333333333333
Stephen Curry,11.7,14,0.19658119658119666,NBA Daily Main Market 10/30,PG,47,NBA,2022-10-30,268,194,166,9.29036866822388,628,0.01479358068188516,0.4267515923566879,0.3089171974522293,0.2643312101910828,17.4390914973854,0.021908406403750504,796,0.4334170854271357
Anthony Davis,5.77,12,1.079722703639515,NBA Daily Main Market 10/30,PF,46.75,NBA,2022-10-30,266,271,235,-1.08333296330285,772,-0.001403281040547733,0.344559585492228,0.35103626943005184,0.30440414507772023,-18.6386713201199,-0.033950220983824955,549,0.3333333333333333
Jordan Poole,5.8,9.5,0.6379310344827587,NBA Daily Main Market 10/30,SG,43.75,NBA,2022-10-30,365,290,351,10.3626864670705,1006,0.010300881179990557,0.3628230616302187,0.2882703777335984,0.3489065606361829,1.52944860266482,0.0152944860266482,100,0.42
LeBron James,13.2,10,-0.24242424242424238,NBA Daily Main Market 10/30,SF,44,NBA,2022-10-30,1010,1070,655,-27.9652840986617,2735,-0.010224966763678867,0.3692870201096892,0.3912248628884826,0.23948811700182815,-18.6738400559795,-0.008244520996017439,2265,0.3629139072847682
Jimmy Butler,9.25,4.63,-0.49945945945945946,NBA Daily Main Market 10/29,SF,31.75,NBA,2022-10-29,238,89,2,22.2378650216292,329,0.067592294898569,0.723404255319149,0.270516717325228,0.0060790273556231,27.4377364629313,0.0933256342276575,294,0.7108843537414966
Andrew Wiggins,6.2,2.5,-0.5967741935483871,NBA Daily Main Market 10/29,SF,23.5,NBA,2022-10-29,63,40,40,2.48373104745003,143,0.017368748583566643,0.4405594405594406,0.27972027972027974,0.27972027972027974,19.9554784258958,0.08491692947189702,235,0.5829787234042553
Luka Doncic,16.75,20,0.19402985074626866,NBA Daily Main Market 10/29,PG,63.5,NBA,2022-10-29,178,113,91,10.1636518331106,382,0.026606418411284295,0.46596858638743455,0.29581151832460734,0.23821989528795812,25.3057409766433,0.03316610875051546,763,0.4534731323722149
Shai Gilgeous-Alexander,9.79,18,0.8386108273748725,NBA Daily Main Market 10/29,SG,62,NBA,2022-10-29,66,33,51,6.94520539387345,150,0.046301369292489666,0.44,0.22,0.34,1.08625515647216,0.018104252607869336,60,0.43333333333333335
James Harden,10.16,6.34,-0.37598425196850394,NBA Daily Main Market 10/29,SG,37.5,NBA,2022-10-29,192,441,18,-56.5894661839559,651,-0.08692698338549293,0.29493087557603687,0.6774193548387096,0.027649769585253458,-40.2908203240468,-0.052393784556627826,769,0.35240572171651496
Giannis Antetokounmpo,18,16,-0.1111111111111111,NBA Daily Main Market 10/29,PF,61.75,NBA,2022-10-29,130,55,56,16.1989528350464,241,0.0672155719296531,0.5394190871369294,0.22821576763485477,0.23236514522821577,1.62741432195756,0.007363865710215204,221,0.4434389140271493
Kevin Durant,12.31,10,-0.18765231519090173,NBA Daily Main Market 10/29,SF,45.25,NBA,2022-10-29,218,185,165,3.11355588327046,568,0.005481612470546585,0.38380281690140844,0.3257042253521127,0.2904929577464789,4.96705401107165,0.01089266230498169,456,0.4100877192982456
Bam Adebayo,7.75,7,-0.0967741935483871,NBA Daily Main Market 10/29,C,39.5,NBA,2022-10-29,59,41,36,0.525869452534153,136,0.003866687150986419,0.4338235294117647,0.3014705882352941,0.2647058823529412,3.34742258581687,0.039850268878772264,84,0.5
Jrue Holiday,7.66,25,2.2637075718015667,NBA Daily Main Market 10/29,PG,64.5,NBA,2022-10-29,336,49,1,93.4526246062269,386,0.2421052450938521,0.8704663212435233,0.12694300518134716,0.0025906735751295338,34.0306938738585,0.22839391861650002,149,0.87248322147651
Tyrese Haliburton,9.2,12,0.3043478260869566,NBA Daily Main Market 10/29,PG,51.5,NBA,2022-10-29,145,60,64,16.7222631420453,269,0.06216454699645093,0.5390334572490706,0.22304832713754646,0.2379182156133829,23.0003283640651,0.07616002769557981,302,0.5596026490066225
Dejounte Murray,9.4,6.84,-0.27234042553191495,NBA Daily Main Market 10/29,PG,39.25,NBA,2022-10-29,48,26,24,5.07574132854386,98,0.05179327886269245,0.4897959183673469,0.2653061224489796,0.24489795918367346,7.55748944207712,0.038558619602434285,196,0.5051020408163265
DeMar DeRozan,7.45,5,-0.3288590604026846,NBA Daily Main Market 10/29,SG,32.75,NBA,2022-10-29,226,100,86,28.822496464783,412,0.06995751569122087,0.5485436893203883,0.24271844660194175,0.2087378640776699,88.0720428086419,0.09862490796040525,893,0.5755879059350504
Klay Thompson,3.71,1.58,-0.5741239892183289,NBA Daily Main Market 10/29,SG,18,NBA,2022-10-29,160,201,115,-11.2022667219012,476,-0.023534173785506724,0.33613445378151263,0.4222689075630252,0.2415966386554622,-11.5937817748004,-0.015076439239012224,769,0.36540962288686607
Kyrie Irving,10.4,11.5,0.10576923076923073,NBA Daily Main Market 10/29,PG,48,NBA,2022-10-29,955,1618,542,-164.171141292797,3115,-0.05270341614536019,0.30658105939004815,0.5194221508828251,0.17399678972712682,-13.2409410713446,-0.019161998656070333,691,0.35021707670043417
De'Aaron Fox,8.85,6.67,-0.2463276836158192,NBA Daily Main Market 10/29,PG,39.25,NBA,2022-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
