player,date,num_pos,num_neg,num_neutral,sum_sent_score,total_tweets,avg_sent_score,pos_perc,neg_perc,neutral_perc
Jayson Tatum,2022-10-21,376,154,326,48.8359102560454,856,0.05705129702809042,0.4392523364485981,0.17990654205607476,0.3808411214953271
LeBron James,2022-10-21,732,699,621,11.5176491845966,2052,0.00561288946617768,0.3567251461988304,0.3406432748538012,0.3026315789473684
Devin Booker,2022-10-21,107,39,83,12.9579618434399,229,0.056584986215894764,0.4672489082969432,0.1703056768558952,0.3624454148471616
Ja Morant,2022-10-21,924,660,821,61.4171049039846,2405,0.025537257756334555,0.3841995841995842,0.27442827442827444,0.3413721413721414
Jimmy Butler,2022-10-21,454,161,4,61.384859121491,619,0.09916778533358804,0.7334410339256866,0.26009693053311794,0.006462035541195477
Kawhi Leonard,2022-10-21,302,189,218,21.9650306178648,709,0.030980297063278987,0.42595204513399154,0.26657263751763044,0.307475317348378
Trae Young,2022-10-21,736,205,11,105.687822760057,952,0.11101662054627837,0.773109243697479,0.21533613445378152,0.011554621848739496
Donovan Mitchell,2022-10-21,150,85,90,10.5167389183202,325,0.032359196671754464,0.46153846153846156,0.26153846153846155,0.27692307692307694
Kyrie Irving,2022-10-21,190,129,197,11.7354001827781,516,0.02274302361003508,0.3682170542635659,0.25,0.3817829457364341
Paul George,2022-10-21,330,323,254,-5.69947835643564,907,-0.006283879114041499,0.3638368246968026,0.35611907386990077,0.28004410143329656
Zach LaVine,2022-10-21,79,54,62,4.04399889248058,195,0.02073845585887477,0.40512820512820513,0.27692307692307694,0.31794871794871793
Damian Lillard,2022-10-21,145,61,198,16.2222890487929,404,0.04015418081384381,0.3589108910891089,0.15099009900990099,0.4900990099009901
DeMar DeRozan,2022-10-21,285,159,171,22.2161372854556,615,0.03612380046415545,0.4634146341463415,0.25853658536585367,0.2780487804878049
Jaylen Brown,2022-10-21,472,214,415,56.6319689964224,1101,0.051436847408194736,0.4287011807447775,0.1943687556766576,0.37693006357856496
Chris Paul,2022-10-21,255,169,145,11.6996212217553,569,0.020561724467056768,0.44815465729349735,0.29701230228471004,0.2548330404217926
Bradley Beal,2022-10-21,259,172,295,7.78253725495388,726,0.01071974828506044,0.35674931129476584,0.2369146005509642,0.40633608815426997
LaMelo Ball,2022-10-21,35,25,47,1.99900372927083,107,0.018682277843652617,0.32710280373831774,0.2336448598130841,0.4392523364485981
Pascal Siakam,2022-10-21,191,122,145,17.7276167959013,458,0.038706586890614195,0.4170305676855895,0.2663755458515284,0.3165938864628821
Anthony Edwards,2022-10-21,90,81,83,1.02768671736933,254,0.004046010698304449,0.3543307086614173,0.3188976377952756,0.32677165354330706
Brandon Ingram,2022-10-21,282,152,201,34.5923395303918,635,0.054476125244711494,0.4440944881889764,0.23937007874015748,0.3165354330708661
Anthony Davis,2022-10-21,358,394,296,-13.331080500011,1048,-0.01272049666031584,0.3416030534351145,0.37595419847328243,0.2824427480916031
Khris Middleton,2022-10-21,29,13,7,2.30449506018841,49,0.04703051143241653,0.5918367346938775,0.2653061224489796,0.14285714285714285
Bam Adebayo,2022-10-21,124,79,74,7.77747913244078,277,0.028077541994371045,0.44765342960288806,0.2851985559566787,0.26714801444043323
Darius Garland,2022-10-21,34,29,39,-0.836399305334793,102,-0.008199993189556795,0.3333333333333333,0.28431372549019607,0.38235294117647056
Shai Gilgeous-Alexander,2022-10-21,11,9,5,0.863230414276223,25,0.034529216571048925,0.44,0.36,0.2
Karl-Anthony Towns,2022-10-21,52,46,33,-0.0645484233251691,131,-4.927360559173214e-4,0.3969465648854962,0.3511450381679389,0.25190839694656486
James Harden,2022-10-21,301,533,27,-31.5003751775798,861,-0.03658580159997654,0.34959349593495936,0.6190476190476191,0.0313588850174216
Jamal Murray,2022-10-21,96,91,68,-2.86219627665296,255,-0.011224299124129256,0.3764705882352941,0.3568627450980392,0.26666666666666666
De’Aaron Fox,2022-10-21,45,15,13,6.80476688036325,73,0.09321598466251027,0.6164383561643836,0.2054794520547945,0.1780821917808219
Dejounte Murray,2022-10-21,137,54,67,13.4302904073636,258,0.05205538917582791,0.5310077519379846,0.20930232558139536,0.25968992248062017
Rudy Gobert,2022-10-21,298,275,167,-2.46303963968474,740,-0.003328431945519919,0.4027027027027027,0.3716216216216216,0.22567567567567567
Andrew Wiggins,2022-10-21,96,31,99,12.0234049897411,226,0.05320090703425266,0.4247787610619469,0.13716814159292035,0.43805309734513276
Domantas Sabonis,2022-10-21,2,0,3,0.133171352280564,5,0.026634270456112802,0.4,0,0.6
Deandre Ayton,2022-10-21,42,32,29,1.04246816092604,103,0.010121050106078059,0.4077669902912621,0.3106796116504854,0.2815533980582524
Jrue Holiday,2022-10-21,96,14,1,21.6522492262339,111,0.19506530834444955,0.8648648648648649,0.12612612612612611,0.009009009009009009
C.J. McCollum,2022-10-21,8,2,3,0.865432296665834,13,0.06657171512814107,0.6153846153846154,0.15384615384615385,0.23076923076923078
Klay Thompson,2022-10-21,194,114,74,23.4638885632559,382,0.06142379205040811,0.5078534031413613,0.29842931937172773,0.193717277486911
Marcus Smart,2022-10-21,350,117,12,55.9591431829202,479,0.11682493357603382,0.7306889352818372,0.24425887265135698,0.025052192066805846
Jarrett Allen,2022-10-21,16,7,13,0.892989835408725,36,0.024805273205797916,0.4444444444444444,0.19444444444444445,0.3611111111111111
RJ Barrett,2022-10-21,89,54,63,9.92669128191516,206,0.048187821756869705,0.4320388349514563,0.2621359223300971,0.3058252427184466
Cade Cunningham,2022-10-21,78,46,52,4.03434073964763,176,0.022922390566179715,0.4431818181818182,0.26136363636363635,0.29545454545454547
Tyrese Haliburton,2022-10-21,86,35,47,8.34471333957476,168,0.049670912735564045,0.5119047619047619,0.20833333333333334,0.27976190476190477
Fred VanVleet,2022-10-21,33,14,25,3.13286980287222,72,0.043512080595447505,0.4583333333333333,0.19444444444444445,0.3472222222222222
Jordan Poole,2022-10-21,183,199,185,-2.81287928738289,567,-0.004960986397500688,0.32275132275132273,0.3509700176366843,0.3262786596119929
Stephen Curry,2022-10-22,374,241,215,27.9721375045039,830,0.033701370487354096,0.4506024096385542,0.29036144578313255,0.25903614457831325
Giannis Antetokounmpo,2022-10-22,109,91,49,5.5338596107555,249,0.022224335786166668,0.43775100401606426,0.3654618473895582,0.19678714859437751
Nikola Jokic,2022-10-22,297,171,157,25.5047965648901,625,0.04080767450382416,0.4752,0.2736,0.2512
Luka Doncic,2022-10-22,325,209,280,25.5887157533204,814,0.03143576873872285,0.39926289926289926,0.25675675675675674,0.343980343980344
Kevin Durant,2022-10-22,153,83,79,10.860594148838,315,0.03447807666297778,0.4857142857142857,0.2634920634920635,0.2507936507936508
Joel Embiid,2022-10-22,217,219,94,-1.04561488029732,530,-0.0019728582647119243,0.40943396226415096,0.41320754716981134,0.17735849056603772
Jayson Tatum,2022-10-22,566,213,435,66.8782539315517,1214,0.05508917127804917,0.46622734761120266,0.17545304777594728,0.35831960461285006
LeBron James,2022-10-22,394,336,310,14.1497012275893,1040,0.013605481949605097,0.37884615384615383,0.3230769230769231,0.2980769230769231
Devin Booker,2022-10-22,106,74,76,5.32589765819816,256,0.020804287727336564,0.4140625,0.2890625,0.296875
Ja Morant,2022-10-22,749,567,457,39.8317149744169,1773,0.022465716285627126,0.4224478285391991,0.3197969543147208,0.2577552171460801
Jimmy Butler,2022-10-22,271,91,5,36.6017476636699,367,0.0997322824623158,0.7384196185286104,0.24795640326975477,0.013623978201634877
Kawhi Leonard,2022-10-22,75,60,53,4.27351910365696,188,0.02273148459392,0.39893617021276595,0.3191489361702128,0.28191489361702127
Trae Young,2022-10-22,329,69,2,54.1899587298341,400,0.13547489682458524,0.8225,0.1725,0.005
Donovan Mitchell,2022-10-22,490,181,325,75.7637869447,996,0.0760680591814257,0.4919678714859438,0.1817269076305221,0.32630522088353414
Kyrie Irving,2022-10-22,105,43,53,9.05483465612968,201,0.04504892863746109,0.5223880597014925,0.21393034825870647,0.263681592039801
Paul George,2022-10-22,270,160,225,24.2433702483801,655,0.03701277900516046,0.4122137404580153,0.24427480916030533,0.3435114503816794
Zach LaVine,2022-10-22,167,114,121,9.9919202177307,402,0.024855522929678357,0.4154228855721393,0.2835820895522388,0.3009950248756219
Damian Lillard,2022-10-22,191,90,197,25.1441349991372,478,0.05260279288522427,0.399581589958159,0.18828451882845187,0.4121338912133891
DeMar DeRozan,2022-10-22,144,137,90,1.46709996057445,371,0.0039544473330847705,0.3881401617250674,0.3692722371967655,0.24258760107816713
Jaylen Brown,2022-10-22,316,288,322,-6.17876713554207,926,-0.006672534703609147,0.3412526997840173,0.31101511879049676,0.34773218142548595
Chris Paul,2022-10-22,258,238,165,-6.42665266805529,661,-0.009722621282988337,0.3903177004538578,0.3600605143721634,0.24962178517397882
Bradley Beal,2022-10-22,85,57,50,1.83816251846784,192,0.00957376311702,0.4427083333333333,0.296875,0.2604166666666667
LaMelo Ball,2022-10-22,33,17,23,3.37968857965222,73,0.046297103830852324,0.4520547945205479,0.2328767123287671,0.3150684931506849
Pascal Siakam,2022-10-22,112,47,56,13.1429850270802,215,0.061130162916652096,0.5209302325581395,0.2186046511627907,0.26046511627906976
Anthony Edwards,2022-10-22,52,30,38,2.42004784740701,120,0.020167065395058418,0.43333333333333335,0.25,0.31666666666666665
Brandon Ingram,2022-10-22,93,47,63,14.3945705258559,203,0.07090921441308325,0.458128078817734,0.2315270935960591,0.3103448275862069
Anthony Davis,2022-10-22,99,137,102,-5.21902524273568,338,-0.015440903085016805,0.29289940828402367,0.40532544378698226,0.30177514792899407
Khris Middleton,2022-10-22,22,10,6,1.45787979381679,38,0.03836525773202079,0.5789473684210527,0.2631578947368421,0.15789473684210525
Bam Adebayo,2022-10-22,51,29,28,1.53838246370081,108,0.014244282071303797,0.4722222222222222,0.26851851851851855,0.25925925925925924
Darius Garland,2022-10-22,70,53,45,2.90510012870826,168,0.0172922626708825,0.4166666666666667,0.31547619047619047,0.26785714285714285
Shai Gilgeous-Alexander,2022-10-22,34,19,38,3.27530496136423,91,0.03599236221279374,0.37362637362637363,0.2087912087912088,0.4175824175824176
Karl-Anthony Towns,2022-10-22,14,10,7,0.635369682729317,31,0.020495796217074744,0.45161290322580644,0.3225806451612903,0.22580645161290322
James Harden,2022-10-22,301,698,27,-72.3365760508959,1026,-0.0705034854297231,0.2933723196881092,0.6803118908382066,0.02631578947368421
Jamal Murray,2022-10-22,131,122,88,2.66167570058564,341,0.0078055005882276835,0.3841642228739003,0.35777126099706746,0.25806451612903225
De’Aaron Fox,2022-10-22,56,30,35,6.5093815194419,121,0.05379654148299091,0.4628099173553719,0.24793388429752067,0.2892561983471074
Dejounte Murray,2022-10-22,60,21,18,6.79364020658534,99,0.06862262834934686,0.6060606060606061,0.21212121212121213,0.18181818181818182
Rudy Gobert,2022-10-22,120,109,52,0.135805496824503,281,4.8329358300534873e-4,0.42704626334519574,0.3879003558718861,0.18505338078291814
Andrew Wiggins,2022-10-22,108,46,58,11.1414969920214,212,0.052554231094440566,0.5094339622641509,0.2169811320754717,0.27358490566037735
Domantas Sabonis,2022-10-22,19,8,11,0.980565679862172,38,0.02580435999637295,0.5,0.21052631578947367,0.2894736842105263
Deandre Ayton,2022-10-22,58,86,62,-7.71437533245534,206,-0.03744842394395796,0.2815533980582524,0.4174757281553398,0.30097087378640774
Jrue Holiday,2022-10-22,206,24,1,51.9800112593775,231,0.22502169376353895,0.8917748917748918,0.1038961038961039,0.004329004329004329
C.J. McCollum,2022-10-22,1,0,2,0.312707074249551,3,0.104235691416517,0.3333333333333333,0,0.6666666666666666
Klay Thompson,2022-10-22,149,158,116,-8.20845067299535,423,-0.019405320739941723,0.35224586288416077,0.3735224586288416,0.27423167848699764
Marcus Smart,2022-10-22,407,141,20,64.4011881757497,568,0.1133823735488551,0.7165492957746479,0.2482394366197183,0.035211267605633804
Jarrett Allen,2022-10-22,36,22,22,1.34338495298469,80,0.016792311912308625,0.45,0.275,0.275
RJ Barrett,2022-10-22,34,23,8,3.52934396503336,65,0.05429759946205169,0.5230769230769231,0.35384615384615387,0.12307692307692308
Cade Cunningham,2022-10-22,85,74,57,-1.3350906171909,216,-0.006180975079587501,0.39351851851851855,0.3425925925925926,0.2638888888888889
Tyrese Haliburton,2022-10-22,76,39,56,8.57187472865261,171,0.050127922389781344,0.4444444444444444,0.22807017543859648,0.32748538011695905
Fred VanVleet,2022-10-22,25,24,13,-1.2076992274972,62,-0.019479019798341938,0.4032258064516129,0.3870967741935484,0.20967741935483872
Jordan Poole,2022-10-22,277,343,216,-23.7004271836582,836,-0.0283497932818878,0.33133971291866027,0.4102870813397129,0.2583732057416268
Stephen Curry,2022-10-23,326,220,354,22.9509415580593,900,0.025501046175621444,0.3622222222222222,0.24444444444444444,0.3933333333333333
Giannis Antetokounmpo,2022-10-23,116,48,42,11.1274309444516,206,0.0540166550701534,0.5631067961165048,0.23300970873786409,0.20388349514563106
Nikola Jokic,2022-10-23,84,52,38,7.25046501048404,174,0.04166933914071287,0.4827586206896552,0.2988505747126437,0.21839080459770116
Luka Doncic,2022-10-23,185,105,115,13.6953839848786,405,0.03381576292562617,0.4567901234567901,0.25925925925925924,0.2839506172839506
Kevin Durant,2022-10-23,105,56,76,8.88408197004347,237,0.03748557793267287,0.4430379746835443,0.23628691983122363,0.3206751054852321
Joel Embiid,2022-10-23,93,77,35,1.7111149679076,205,0.008346902282476098,0.45365853658536587,0.375609756097561,0.17073170731707318
Jayson Tatum,2022-10-23,268,101,136,33.7226692968667,505,0.06677756296409247,0.5306930693069307,0.2,0.2693069306930693
LeBron James,2022-10-23,755,645,820,-9.77473598877437,2220,-0.004403034229177644,0.3400900900900901,0.2905405405405405,0.36936936936936937
Devin Booker,2022-10-23,151,99,123,10.074144263409,373,0.027008429660613942,0.40482573726541554,0.26541554959785524,0.3297587131367292
Ja Morant,2022-10-23,223,127,96,18.065352844311,446,0.04050527543567489,0.5,0.28475336322869954,0.21524663677130046
Jimmy Butler,2022-10-23,137,33,2,23.2335309189642,172,0.1350786681335128,0.7965116279069767,0.19186046511627908,0.011627906976744186
Kawhi Leonard,2022-10-23,110,66,75,10.3374254584112,251,0.04118496198570199,0.43824701195219123,0.26294820717131473,0.29880478087649404
Trae Young,2022-10-23,375,100,7,55.8942483079627,482,0.11596317076340809,0.7780082987551867,0.2074688796680498,0.014522821576763486
Donovan Mitchell,2022-10-23,674,325,549,85.6531065270428,1548,0.05533146416475633,0.4354005167958656,0.2099483204134367,0.3546511627906977
Kyrie Irving,2022-10-23,49,37,55,4.24064563069954,141,0.030075500926947094,0.3475177304964539,0.2624113475177305,0.3900709219858156
Paul George,2022-10-23,686,424,593,49.4479112685548,1703,0.029035767039668113,0.4028185554903112,0.24897240164415738,0.3482090428655314
Zach LaVine,2022-10-23,29,49,28,-3.35234711871897,106,-0.031625916214329905,0.27358490566037735,0.46226415094339623,0.2641509433962264
Damian Lillard,2022-10-23,382,373,734,-4.54301200594551,1489,-0.0030510490301850304,0.25654801880456685,0.25050369375419745,0.49294828744123576
DeMar DeRozan,2022-10-23,46,21,15,3.36295670643527,82,0.04101166715164963,0.5609756097560976,0.25609756097560976,0.18292682926829268
Jaylen Brown,2022-10-23,74,42,56,7.73298511178212,172,0.04495921576617511,0.43023255813953487,0.2441860465116279,0.32558139534883723
Chris Paul,2022-10-23,258,163,180,17.67411057995,601,0.02940783790341098,0.4292845257903494,0.27121464226289516,0.2995008319467554
Bradley Beal,2022-10-23,68,66,61,-0.12157050773762,195,-6.234385012185641e-4,0.3487179487179487,0.3384615384615385,0.3128205128205128
LaMelo Ball,2022-10-23,32,12,20,3.20854596740737,64,0.05013353074074016,0.5,0.1875,0.3125
Pascal Siakam,2022-10-23,28,14,13,4.13889679617299,55,0.07525266902132709,0.509090909090909,0.2545454545454545,0.23636363636363636
Anthony Edwards,2022-10-23,135,114,122,5.25936236960569,371,0.014176178893815877,0.3638814016172507,0.30727762803234504,0.3288409703504043
Brandon Ingram,2022-10-23,237,307,257,-28.4037443856898,801,-0.03546035503831436,0.2958801498127341,0.383270911360799,0.3208489388264669
Anthony Davis,2022-10-23,339,361,400,7.32178494791627,1100,0.006656168134469336,0.30818181818181817,0.3281818181818182,0.36363636363636365
Khris Middleton,2022-10-23,9,11,6,-0.0403979504924565,26,-0.0015537673266329424,0.34615384615384615,0.4230769230769231,0.23076923076923078
Bam Adebayo,2022-10-23,9,13,0,-0.689478708151883,22,-0.031339941279631044,0.4090909090909091,0.5909090909090909,0
Darius Garland,2022-10-23,54,58,38,-4.46878781537997,150,-0.029791918769199798,0.36,0.38666666666666666,0.25333333333333335
Shai Gilgeous-Alexander,2022-10-23,27,51,59,-5.0423665131663,137,-0.03680559498661533,0.19708029197080293,0.3722627737226277,0.4306569343065693
Karl-Anthony Towns,2022-10-23,16,22,22,-0.594097247689942,60,-0.009901620794832366,0.26666666666666666,0.36666666666666664,0.36666666666666664
James Harden,2022-10-23,116,227,11,-16.9529038015284,354,-0.04788955876137966,0.327683615819209,0.6412429378531074,0.031073446327683617
Jamal Murray,2022-10-23,46,34,31,3.24282512368632,111,0.029214640753930814,0.4144144144144144,0.3063063063063063,0.27927927927927926
De’Aaron Fox,2022-10-23,150,83,71,12.3001315243867,304,0.040460958961798354,0.4934210526315789,0.2730263157894737,0.23355263157894737
Dejounte Murray,2022-10-23,56,26,18,5.41651396764964,100,0.054165139676496395,0.56,0.26,0.18
Rudy Gobert,2022-10-23,109,75,66,4.75925369296942,250,0.019037014771877678,0.436,0.3,0.264
Andrew Wiggins,2022-10-23,96,40,117,15.3304203406595,253,0.060594546801025696,0.3794466403162055,0.15810276679841898,0.4624505928853755
Domantas Sabonis,2022-10-23,21,21,19,-0.047278078306324,61,-7.750504640380984e-4,0.3442622950819672,0.3442622950819672,0.3114754098360656
Deandre Ayton,2022-10-23,25,21,31,1.80869309587983,77,0.023489520725712077,0.3246753246753247,0.2727272727272727,0.4025974025974026
Jrue Holiday,2022-10-23,83,9,1,24.966780522382,93,0.2684600056170107,0.8924731182795699,0.0967741935483871,0.010752688172043012
C.J. McCollum,2022-10-23,6,1,3,0.446143960182591,10,0.0446143960182591,0.6,0.1,0.3
Klay Thompson,2022-10-23,95,70,77,3.11839461937037,242,0.012885928179216405,0.3925619834710744,0.2892561983471074,0.3181818181818182
Marcus Smart,2022-10-23,141,31,6,27.5643016721988,178,0.15485562737190336,0.7921348314606742,0.17415730337078653,0.033707865168539325
Jarrett Allen,2022-10-23,96,73,70,3.97434675550878,239,0.01662906592263088,0.401673640167364,0.3054393305439331,0.2928870292887029
RJ Barrett,2022-10-23,20,10,10,0.907762229161948,40,0.0226940557290487,0.5,0.25,0.25
Cade Cunningham,2022-10-23,20,18,17,1.30989079507044,55,0.023816196274007998,0.36363636363636365,0.32727272727272727,0.3090909090909091
Tyrese Haliburton,2022-10-23,46,21,24,4.04468124855944,91,0.04444704668746638,0.5054945054945055,0.23076923076923078,0.26373626373626374
Fred VanVleet,2022-10-23,3,4,3,0.0716194012902424,10,0.0071619401290242395,0.3,0.4,0.3
Jordan Poole,2022-10-23,159,99,132,16.1617131931994,390,0.04144029023897282,0.4076923076923077,0.25384615384615383,0.3384615384615385
Stephen Curry,2022-10-24,272,169,187,20.5864014165144,628,0.032780893975341396,0.43312101910828027,0.26910828025477707,0.29777070063694266
Giannis Antetokounmpo,2022-10-24,43,21,11,4.45479554333416,75,0.05939727391112213,0.5733333333333334,0.28,0.14666666666666667
Nikola Jokic,2022-10-24,69,48,36,1.55551262815188,153,0.01016674920360706,0.45098039215686275,0.3137254901960784,0.23529411764705882
Luka Doncic,2022-10-24,79,34,42,7.63209790342092,155,0.049239341312393034,0.5096774193548387,0.21935483870967742,0.2709677419354839
Kevin Durant,2022-10-24,314,221,233,17.8370622115763,768,0.023225341421323306,0.4088541666666667,0.2877604166666667,0.3033854166666667
Joel Embiid,2022-10-24,156,113,48,5.04271712716429,317,0.015907625006827415,0.4921135646687697,0.35646687697160884,0.15141955835962145
Jayson Tatum,2022-10-24,428,234,418,37.0308115278993,1080,0.034287788451758616,0.3962962962962963,0.21666666666666667,0.387037037037037
LeBron James,2022-10-24,481,563,405,-36.7539170326982,1449,-0.02536502210676204,0.33195307108350586,0.388543823326432,0.2795031055900621
Devin Booker,2022-10-24,240,149,191,18.8598746723836,580,0.032517025297213106,0.41379310344827586,0.25689655172413794,0.3293103448275862
Ja Morant,2022-10-24,707,518,559,28.1523598400165,1784,0.015780470762341087,0.3963004484304933,0.29035874439461884,0.3133408071748879
Jimmy Butler,2022-10-24,320,82,1,48.0132088143364,403,0.1191394759660953,0.794044665012407,0.20347394540942929,0.0024813895781637717
Kawhi Leonard,2022-10-24,65,50,33,4.36543115873334,148,0.029496156477927974,0.4391891891891892,0.33783783783783783,0.22297297297297297
Trae Young,2022-10-24,197,54,1,29.4095816828702,252,0.1167046892177389,0.7817460317460317,0.21428571428571427,0.003968253968253968
Donovan Mitchell,2022-10-24,281,111,183,36.8795630764394,575,0.0641383705677207,0.48869565217391303,0.19304347826086957,0.3182608695652174
Kyrie Irving,2022-10-24,148,140,162,1.26381685549654,450,0.0028084819011034226,0.3288888888888889,0.3111111111111111,0.36
Paul George,2022-10-24,256,218,174,5.27266986128404,648,0.008136836205685246,0.3950617283950617,0.33641975308641975,0.26851851851851855
Zach LaVine,2022-10-24,109,71,51,4.66734134441519,231,0.020204940884914244,0.47186147186147187,0.30735930735930733,0.22077922077922077
Damian Lillard,2022-10-24,268,140,223,22.7228227138133,631,0.03601081254170095,0.4247226624405705,0.2218700475435816,0.35340729001584786
DeMar DeRozan,2022-10-24,80,32,42,8.06296644676414,154,0.05235692497898792,0.5194805194805194,0.2077922077922078,0.2727272727272727
Jaylen Brown,2022-10-24,396,217,239,51.344205220537,852,0.06026315166729695,0.4647887323943662,0.2546948356807512,0.2805164319248826
Chris Paul,2022-10-24,291,207,158,25.9564170401481,656,0.03956770890266478,0.44359756097560976,0.3155487804878049,0.24085365853658536
Bradley Beal,2022-10-24,44,14,25,4.98514562490742,83,0.06006199548081229,0.5301204819277109,0.1686746987951807,0.30120481927710846
LaMelo Ball,2022-10-24,36,11,11,3.605910790054,58,0.06217087569058621,0.6206896551724138,0.1896551724137931,0.1896551724137931
Pascal Siakam,2022-10-24,108,45,72,13.1701184860046,225,0.05853385993779822,0.48,0.2,0.32
Anthony Edwards,2022-10-24,160,141,177,-2.87451356652607,478,-0.006013626708213536,0.33472803347280333,0.29497907949790797,0.3702928870292887
Brandon Ingram,2022-10-24,88,212,93,-42.2927516482728,393,-0.10761514414318778,0.22391857506361323,0.539440203562341,0.2366412213740458
Anthony Davis,2022-10-24,152,144,88,-0.72012646879429,384,-0.0018753293458184635,0.3958333333333333,0.375,0.22916666666666666
Khris Middleton,2022-10-24,44,14,19,4.26440285542703,77,0.055381855265286106,0.5714285714285714,0.18181818181818182,0.24675324675324675
Bam Adebayo,2022-10-24,58,44,32,2.31399755947519,134,0.017268638503546194,0.43283582089552236,0.3283582089552239,0.23880597014925373
Darius Garland,2022-10-24,29,12,20,2.46947500766517,61,0.04048319684697,0.47540983606557374,0.19672131147540983,0.32786885245901637
Shai Gilgeous-Alexander,2022-10-24,13,14,11,-0.12590993374572,38,-0.0033134193090978946,0.34210526315789475,0.3684210526315789,0.2894736842105263
Karl-Anthony Towns,2022-10-24,28,21,18,0.252789021821832,67,0.0037729704749527165,0.417910447761194,0.31343283582089554,0.26865671641791045
James Harden,2022-10-24,427,907,27,-63.6661241763107,1361,-0.046778930327928514,0.31373989713445993,0.6664217487141807,0.019838354151359296
Jamal Murray,2022-10-24,68,64,88,0.250636404778954,220,0.0011392563853588817,0.3090909090909091,0.2909090909090909,0.4
De’Aaron Fox,2022-10-24,28,24,9,1.50662922713555,61,0.024698839789107377,0.45901639344262296,0.39344262295081966,0.14754098360655737
Dejounte Murray,2022-10-24,33,10,12,4.06479452784478,55,0.07390535505172328,0.6,0.18181818181818182,0.21818181818181817
Rudy Gobert,2022-10-24,95,87,62,-1.40716879372573,244,-0.005767085220187418,0.38934426229508196,0.35655737704918034,0.2540983606557377
Andrew Wiggins,2022-10-24,83,36,43,10.3320229403471,162,0.06377791938485865,0.5123456790123457,0.2222222222222222,0.2654320987654321
Domantas Sabonis,2022-10-24,8,4,4,0.0675233487491205,16,0.004220209296820031,0.5,0.25,0.25
Deandre Ayton,2022-10-24,17,19,17,-0.641846601663826,53,-0.012110313238940114,0.32075471698113206,0.3584905660377358,0.32075471698113206
Jrue Holiday,2022-10-24,41,7,0,9.72516451034121,48,0.2026075939654419,0.8541666666666666,0.14583333333333334,0
C.J. McCollum,2022-10-24,5,0,0,0.665343362420533,5,0.13306867248410661,1,0,0
Klay Thompson,2022-10-24,90,67,52,4.54836434166477,209,0.021762508811793157,0.430622009569378,0.32057416267942584,0.24880382775119617
Marcus Smart,2022-10-24,295,77,17,57.3214538644777,389,0.147355922530791,0.7583547557840618,0.19794344473007713,0.043701799485861184
Jarrett Allen,2022-10-24,27,13,13,2.81424723547347,53,0.05309900444289566,0.5094339622641509,0.24528301886792453,0.24528301886792453
RJ Barrett,2022-10-24,167,159,98,-6.88758789475215,424,-0.016244311072528654,0.3938679245283019,0.375,0.23113207547169812
Cade Cunningham,2022-10-24,22,10,13,0.929401692151331,45,0.020653370936696242,0.4888888888888889,0.2222222222222222,0.28888888888888886
Tyrese Haliburton,2022-10-24,93,56,54,6.43020260419861,203,0.0316758748975301,0.458128078817734,0.27586206896551724,0.2660098522167488
Fred VanVleet,2022-10-24,69,26,32,8.35353338224065,127,0.06577585340346968,0.5433070866141733,0.2047244094488189,0.25196850393700787
Jordan Poole,2022-10-24,105,41,87,13.8344519803265,233,0.05937533038766738,0.45064377682403434,0.1759656652360515,0.37339055793991416
Stephen Curry,2022-10-25,356,221,307,25.8087048742101,884,0.029195367504762558,0.40271493212669685,0.25,0.34728506787330315
Giannis Antetokounmpo,2022-10-25,67,17,20,8.39328146484883,104,0.08070462946970028,0.6442307692307693,0.16346153846153846,0.19230769230769232
Nikola Jokic,2022-10-25,35,56,25,-7.67486894065201,116,-0.06616266328148285,0.3017241379310345,0.4827586206896552,0.21551724137931033
Luka Doncic,2022-10-25,282,175,185,18.5645272172362,642,0.028916709061115577,0.4392523364485981,0.27258566978193144,0.2881619937694704
Kevin Durant,2022-10-25,198,189,110,6.92907748700227,497,0.013941805808857686,0.3983903420523139,0.38028169014084506,0.22132796780684105
Joel Embiid,2022-10-25,99,65,32,4.7249831238846,196,0.024107056754513266,0.5051020408163265,0.33163265306122447,0.16326530612244897
Jayson Tatum,2022-10-25,117,74,153,8.06438048225229,344,0.02344296651817526,0.34011627906976744,0.21511627906976744,0.44476744186046513
LeBron James,2022-10-25,548,464,358,13.0520042497205,1370,0.00952701040125584,0.4,0.3386861313868613,0.2613138686131387
Devin Booker,2022-10-25,416,398,368,-10.0874817347707,1182,-0.008534248506574195,0.35194585448392557,0.33671742808798644,0.311336717428088
Ja Morant,2022-10-25,525,384,296,42.0833457982608,1205,0.0349239384217932,0.43568464730290457,0.31867219917012446,0.24564315352697094
Jimmy Butler,2022-10-25,199,82,2,24.9343607049104,283,0.08810728164279294,0.7031802120141343,0.28975265017667845,0.007067137809187279
Kawhi Leonard,2022-10-25,128,131,74,-2.53190417839287,333,-0.00760331585102964,0.3843843843843844,0.3933933933933934,0.2222222222222222
Trae Young,2022-10-25,198,35,4,33.1115326978081,237,0.13971110842957005,0.8354430379746836,0.14767932489451477,0.016877637130801686
Donovan Mitchell,2022-10-25,75,36,67,4.01569597816241,178,0.02256008976495736,0.42134831460674155,0.20224719101123595,0.37640449438202245
Kyrie Irving,2022-10-25,125,120,87,5.26140060587734,332,0.015847592186377532,0.37650602409638556,0.3614457831325301,0.2620481927710843
